,gender,age,education,activity_work,educational_level,voted,party,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,ppltrst,pplfair,pplhlp,atchctr,atcherp
16976,Male,51,10.0,1,mid_educated,1,Christian Union,3,5,6,3,3,1,1,4,5,5,9,6
16977,Male,20,4.0,4,lower_educated,3,Not applicable*,3,5,3,5,5,5,6,3,5,5,6,8
16978,Male,85,14.0,6,highly_educated,1,Refusal*,7,5,5,6,5,4,5,7,7,8,5,4
16979,Female,34,10.0,1,mid_educated,1,Socialist Party,6,4,6,3,4,6,7,4,6,6,8,6
16980,Male,64,10.0,1,mid_educated,1,BoerBurgerBeweging,2,6,6,1,1,1,4,2,3,7,6,6
16981,Female,26,17.0,3,highly_educated,1,Green Left,7,9,8,5,5,7,7,7,6,7,6,7
16982,Male,64,3.0,5,lower_educated,2,Not applicable*,3,5,4,1,4,4,4,5,4,3,5,1
16983,Female,46,16.0,1,highly_educated,1,Democrats '66,3,6,7,5,5,5,7,7,7,8,8,4
16984,Male,63,10.0,1,mid_educated,1,Green Left,8,9,8,8,8,8,7,8,8,8,8,10
16985,Female,81,4.0,6,lower_educated,1,Christian Democratic Appeal,4,7,9,7,7,7,7,9,7,6,7,7
16986,Female,25,12.0,2,highly_educated,1,Democrats '66,4,3,6,3,3,5,5,7,7,5,6,6
16987,Male,63,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,8,10,3,3,3,5,6,5,7,7,7
16988,Male,82,5.0,6,lower_educated,1,Democrats '66,4,5,6,5,5,5,5,4,5,3,8,6
16989,Female,53,10.0,1,mid_educated,2,Not applicable*,5,8,8,4,5,88,8,4,8,4,9,9
16990,Male,45,17.0,1,highly_educated,1,Democrats '66,7,8,7,6,5,4,4,6,7,7,8,7
16991,Female,31,10.0,1,mid_educated,1,Labour Party,5,6,8,6,6,5,5,3,6,6,7,6
16992,Female,76,17.0,6,highly_educated,1,Refusal*,4,6,7,5,5,4,4,7,7,6,8,7
16993,Female,62,5.0,8,lower_educated,1,Christian Democratic Appeal,6,7,7,6,6,5,88,7,8,7,9,7
16994,Male,20,2.0,1,lower_educated,1,Don't know*,3,7,3,2,2,2,2,6,4,3,6,10
16995,Male,72,10.0,6,mid_educated,1,People's Party for Freedom and Democracy,6,7,8,6,6,6,88,6,8,6,6,6
16996,Female,48,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,8,7,6,5,5,7,6,6,7,7,9,7
16997,Female,72,17.0,6,highly_educated,1,People's Party for Freedom and Democracy,2,5,8,2,2,1,7,7,7,8,9,6
16998,Female,79,3.0,6,lower_educated,2,Not applicable*,1,1,7,1,1,1,1,6,6,8,6,3
16999,Female,33,16.0,8,highly_educated,1,Green Left,7,8,8,6,6,6,7,7,7,7,7,3
17000,Female,57,3.0,99,lower_educated,1,Party for Freedom,0,0,0,0,0,0,0,4,3,3,10,0
17001,Female,43,5555.0,8,,2,Not applicable*,7,8,8,6,5,5,5,8,8,8,6,7
17002,Male,52,10.0,1,mid_educated,1,Blanc,3,4,7,5,5,5,5,2,6,5,7,5
17003,Male,67,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,8,8,6,5,8,8,8,8,6,0,7
17004,Female,58,2.0,9,lower_educated,2,Not applicable*,1,3,2,1,0,1,0,3,4,3,3,6
17005,Male,32,9.0,1,mid_educated,1,BoerBurgerBeweging,5,7,7,6,6,5,5,5,6,7,7,5
17006,Male,27,3.0,1,lower_educated,1,Labour Party,4,5,6,3,2,3,3,5,6,1,8,6
17007,Male,64,9.0,6,mid_educated,1,JA21,7,9,7,7,7,7,7,7,8,4,8,6
17008,Male,68,3.0,6,lower_educated,1,BoerBurgerBeweging,4,2,5,3,3,2,4,7,7,7,6,4
17009,Male,62,4.0,1,lower_educated,1,Democrats '66,8,7,7,7,7,7,7,7,8,8,8,8
17010,Female,16,2.0,2,lower_educated,3,Not applicable*,8,88,9,88,88,88,88,0,8,5,5,7
17011,Female,82,13.0,6,highly_educated,1,People's Party for Freedom and Democracy,4,3,9,2,2,1,6,5,7,3,0,5
17012,Female,28,16.0,1,highly_educated,1,Don't know*,6,7,7,6,7,7,7,7,6,6,7,7
17013,Female,36,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,9,9,6,6,7,8,8,8,7,9,8
17014,Male,54,10.0,1,mid_educated,1,JA21,7,7,8,5,4,2,8,4,6,7,7,7
17015,Female,43,17.0,1,highly_educated,1,Democrats '66,7,8,8,5,6,7,7,9,7,4,8,8
17016,Male,21,9.0,2,mid_educated,2,Not applicable*,7,9,9,8,8,7,7,6,6,6,7,7
17017,Female,20,7.0,2,mid_educated,3,Not applicable*,8,9,6,6,7,6,7,6,5,3,4,5
17018,Female,22,12.0,2,highly_educated,1,Green Left,6,8,7,5,6,8,7,8,8,6,7,7
17019,Female,29,17.0,1,highly_educated,1,Party for the Animals,6,8,9,6,5,7,7,7,7,7,6,2
17020,Male,70,17.0,8,highly_educated,1,Labour Party,6,7,3,2,0,4,1,8,8,88,9,9
17021,Male,31,12.0,1,highly_educated,2,Not applicable*,7,8,7,6,6,7,8,6,6,5,5,6
17022,Male,71,16.0,6,highly_educated,1,People's Party for Freedom and Democracy,6,8,8,6,6,7,8,5,8,6,8,7
17023,Female,17,1.0,2,lower_educated,3,Not applicable*,4,5,7,6,5,5,7,6,5,4,3,5
17024,Male,43,17.0,1,highly_educated,2,Not applicable*,5,6,6,5,5,5,7,8,8,8,8,7
17025,Male,68,10.0,6,mid_educated,1,Socialist Party,6,7,7,6,6,5,5,6,6,6,7,6
17026,Female,34,10.0,1,mid_educated,1,Party for the Animals,6,8,6,6,6,88,5,7,7,5,4,6
17027,Male,51,10.0,1,mid_educated,1,Party for Freedom,1,3,6,3,3,1,7,7,7,8,9,9
17028,Male,66,17.0,6,highly_educated,1,People's Party for Freedom and Democracy,4,8,9,5,7,8,3,8,9,8,10,8
17029,Female,70,3.0,6,lower_educated,1,BoerBurgerBeweging,6,6,8,5,3,3,4,5,7,7,8,6
17030,Male,71,17.0,6,highly_educated,1,Green Left,7,8,8,3,3,6,6,6,7,4,8,8
17031,Male,15,2.0,2,lower_educated,3,Not applicable*,7,8,8,6,7,8,8,4,6,5,5,6
17032,Female,48,15.0,1,highly_educated,1,Labour Party,6,9,10,7,7,6,7,9,9,9,9,7
17033,Female,37,2.0,8,lower_educated,1,Christian Union,6,7,6,7,7,6,5,7,7,6,8,7
17034,Female,79,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,5,7,6,5,6,6,7,7,7,5,7,7
17035,Male,19,6.0,1,mid_educated,3,Not applicable*,5,6,8,5,6,7,8,6,7,8,6,8
17036,Female,40,14.0,1,highly_educated,1,Democrats '66,5,5,5,0,0,5,5,7,7,5,5,5
17037,Female,28,9.0,1,mid_educated,1,Forum for Democracy,3,7,9,4,4,4,88,7,6,6,2,2
17038,Male,18,6.0,2,mid_educated,3,Not applicable*,5,7,7,3,3,2,1,2,3,3,0,0
17039,Female,80,3.0,8,lower_educated,2,Not applicable*,6,7,7,6,6,5,7,3,3,9,10,8
17040,Male,51,10.0,1,mid_educated,1,Green Left,7,9,7,7,4,7,8,8,8,4,8,8
17041,Female,78,4.0,6,lower_educated,1,People's Party for Freedom and Democracy,7,7,8,7,7,6,7,6,9,8,9,6
17042,Male,52,2.0,5,lower_educated,1,Forum for Democracy,0,4,6,0,0,0,0,0,5,6,5,0
17043,Male,51,17.0,1,highly_educated,1,Party for the Animals,6,7,7,6,5,5,6,7,7,6,7,6
17044,Female,35,17.0,1,highly_educated,1,Democrats '66,7,8,5,5,6,7,7,88,5,3,8,7
17045,Male,59,17.0,1,highly_educated,1,Democrats '66,7,8,8,7,7,7,8,8,8,7,9,7
17046,Female,70,14.0,6,highly_educated,1,Democrats '66,2,3,4,3,3,2,4,2,5,4,8,7
17047,Male,50,10.0,1,mid_educated,1,BoerBurgerBeweging,5,6,7,5,5,5,6,6,7,6,4,2
17048,Male,44,14.0,1,highly_educated,1,Reformed Political Party,7,7,8,6,6,5,7,8,8,7,8,7
17049,Female,19,4.0,1,lower_educated,3,Not applicable*,7,7,8,6,7,7,7,5,6,4,6,6
17050,Male,59,13.0,1,highly_educated,1,Forum for Democracy,0,3,6,0,4,0,0,3,7,7,3,0
17051,Female,61,11.0,5,mid_educated,2,Not applicable*,6,5,7,5,5,5,5,8,8,2,8,7
17052,Male,41,9.0,1,mid_educated,1,Party for the Animals,5,8,7,0,4,4,7,4,4,5,7,6
17053,Male,61,14.0,1,highly_educated,1,Christian Union,9,9,9,8,7,7,7,9,7,6,10,7
17054,Female,34,13.0,1,highly_educated,1,Don't know*,5,6,9,4,5,5,6,8,8,4,6,6
17055,Female,65,17.0,1,highly_educated,1,Democrats '66,7,8,8,7,7,6,7,7,7,5,9,7
17056,Male,69,9.0,6,mid_educated,1,Party for the Animals,5,8,88,4,6,6,7,7,7,5,8,8
17057,Male,68,3.0,6,lower_educated,1,Party for Freedom,0,3,7,1,1,0,1,3,8,7,5,5
17058,Female,72,14.0,6,highly_educated,2,Not applicable*,4,4,4,3,3,5,5,6,7,5,4,4
17059,Male,43,3.0,1,lower_educated,2,Not applicable*,7,8,8,5,7,7,7,7,7,7,4,4
17060,Male,68,8.0,1,mid_educated,1,Party for Freedom,2,3,3,1,3,5,6,3,2,3,4,5
17061,Female,33,17.0,1,highly_educated,1,Democrats '66,7,8,7,6,7,7,7,7,7,5,8,7
17062,Female,36,14.0,1,highly_educated,3,Not applicable*,7,7,8,6,6,8,7,7,7,5,7,8
17063,Male,20,9.0,1,mid_educated,2,Not applicable*,7,4,8,5,5,8,9,4,3,6,2,2
17064,Male,51,14.0,1,highly_educated,1,Christian Union,6,8,8,5,6,6,7,7,7,4,8,7
17065,Male,61,3.0,1,lower_educated,1,Socialist Party,0,1,4,1,1,1,1,4,5,7,5,5
17066,Female,31,16.0,8,highly_educated,1,Green Left,5,6,6,3,3,88,88,5,3,3,7,6
17067,Female,57,2.0,1,lower_educated,2,Not applicable*,0,2,5,4,0,2,6,7,7,6,9,5
17068,Male,67,4.0,6,lower_educated,1,People's Party for Freedom and Democracy,7,5,6,6,6,5,8,3,8,1,0,0
17069,Male,46,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,6,8,4,4,7,8,7,8,6,8,8
17070,Male,45,9.0,5,mid_educated,1,Socialist Party,0,0,0,1,1,1,0,3,1,3,10,5
17071,Female,49,3.0,1,lower_educated,1,Christian Democratic Appeal,8,7,8,6,6,7,8,8,7,6,7,5
17072,Male,53,12.0,1,highly_educated,1,50PLUS,8,9,9,5,5,4,8,7,8,5,9,7
17073,Female,69,3.0,8,lower_educated,1,Labour Party,4,88,6,4,4,5,4,8,8,5,6,5
17074,Female,31,11.0,8,mid_educated,1,DENK,5,7,9,5,5,5,5,6,9,5,9,4
17075,Female,49,13.0,1,highly_educated,1,Democrats '66,7,8,8,7,7,7,7,8,8,6,7,6
17076,Female,73,4.0,6,lower_educated,1,Democrats '66,5,5,7,5,5,88,88,8,9,6,10,7
17077,Male,63,17.0,1,highly_educated,1,Volt,8,9,9,5,5,7,6,9,9,7,7,8
17078,Male,70,18.0,9,highly_educated,1,Green Left,6,8,9,6,6,6,7,8,7,7,8,7
17079,Female,32,17.0,1,highly_educated,1,Party for the Animals,6,9,9,5,5,2,5,9,9,8,3,2
17080,Male,58,16.0,1,highly_educated,1,Democrats '66,8,8,8,6,6,6,7,7,7,6,7,3
17081,Female,62,4.0,5,lower_educated,2,Not applicable*,5,5,7,5,5,5,5,5,5,7,5,5
17082,Female,37,14.0,1,highly_educated,1,Christian Union,8,8,7,5,5,7,8,3,5,3,8,7
17083,Male,76,13.0,6,highly_educated,1,Socialist Party,5,8,7,5,4,6,7,7,8,6,8,8
17084,Male,83,9.0,8,mid_educated,1,Democrats '66,8,10,9,8,8,7,7,7,7,7,9,7
17085,Female,70,17.0,6,highly_educated,3,Not applicable*,5,5,7,3,5,5,6,7,8,8,6,5
17086,Male,39,6.0,1,mid_educated,1,Green Left,6,7,8,4,5,7,7,5,6,2,7,7
17087,Female,66,14.0,6,highly_educated,1,Christian Democratic Appeal,4,4,4,3,5,6,5,5,3,4,8,7
17088,Male,50,3.0,1,lower_educated,1,Party for Freedom,0,0,2,1,1,0,0,2,8,3,10,0
17089,Male,26,9.0,1,mid_educated,2,Not applicable*,6,5,4,4,3,5,5,6,6,8,5,5
17090,Male,59,9.0,1,mid_educated,1,Democrats '66,7,9,8,6,7,7,8,4,5,3,7,7
17091,Female,56,3.0,8,lower_educated,1,Don't know*,5,6,5,5,5,88,88,8,6,8,8,8
17092,Male,57,10.0,1,mid_educated,1,Volt,8,9,10,8,7,8,8,8,7,7,7,10
17093,Male,42,16.0,1,highly_educated,2,Not applicable*,8,10,9,7,7,7,7,8,8,5,8,8
17094,Male,78,3.0,8,lower_educated,1,Christian Democratic Appeal,7,6,8,8,6,8,6,7,6,7,8,7
17095,Male,50,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,6,2,8,0,0,4,4,9,8,6,9,2
17096,Male,25,10.0,1,mid_educated,1,Don't know*,4,4,6,7,7,9,10,5,6,7,2,9
17097,Male,44,14.0,1,highly_educated,1,Reformed Political Party,6,7,8,6,4,3,6,7,8,5,8,4
17098,Female,43,8.0,1,mid_educated,1,Democrats '66,4,8,9,4,3,4,5,6,9,6,8,8
17099,Male,51,14.0,1,highly_educated,1,Refusal*,8,10,9,7,8,7,7,8,9,7,9,7
17100,Female,61,4.0,8,lower_educated,1,Democrats '66,7,7,7,7,6,7,6,8,7,8,7,6
17101,Male,88,2.0,6,lower_educated,1,Refusal*,8,7,8,7,5,4,2,7,6,5,8,6
17102,Female,21,7.0,2,mid_educated,1,Democrats '66,4,7,8,5,5,6,8,7,6,4,7,5
17103,Female,68,5.0,6,lower_educated,1,Christian Democratic Appeal,6,6,8,5,6,6,7,7,7,5,7,6
17104,Female,41,16.0,1,highly_educated,1,Refusal*,3,5,7,2,2,2,2,2,5,4,8,2
17105,Male,32,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,7,8,8,7,7,7,7,7,7,7,8,8
17106,Male,42,14.0,1,highly_educated,1,Party for the Animals,2,8,8,1,0,0,7,8,7,5,2,5
17107,Female,67,9.0,9,mid_educated,1,Christian Democratic Appeal,3,4,7,2,3,3,3,5,7,8,8,7
17108,Male,56,3.0,1,lower_educated,1,Democrats '66,7,8,8,6,6,7,7,3,5,7,8,8
17109,Male,36,7.0,1,mid_educated,1,Labour Party,8,9,6,5,4,6,4,8,9,7,8,8
17110,Male,41,4.0,1,lower_educated,1,Party for the Animals,7,9,7,3,4,5,8,3,7,3,2,7
17111,Male,73,17.0,8,highly_educated,1,Democrats '66,8,9,8,8,7,8,8,9,8,7,8,8
17112,Male,45,17.0,1,highly_educated,1,Democrats '66,7,9,9,7,6,7,7,8,8,8,7,7
17113,Female,60,14.0,1,highly_educated,1,Democrats '66,5,6,88,6,6,88,88,5,5,6,9,9
17114,Male,65,16.0,9,highly_educated,1,Green Left,7,8,8,7,7,7,6,8,7,8,8,7
17115,Male,66,10.0,6,mid_educated,1,People's Party for Freedom and Democracy,8,9,9,8,7,7,9,7,8,8,9,7
17116,Female,65,3.0,5,lower_educated,1,Party for the Animals,0,0,4,0,0,0,88,0,7,8,5,5
17117,Male,63,9.0,5,mid_educated,2,Not applicable*,3,0,7,0,2,0,4,4,7,7,0,0
17118,Female,61,3.0,5,lower_educated,1,Party for the Animals,7,7,6,5,6,7,4,0,5,4,9,7
17119,Male,53,4.0,1,lower_educated,1,Socialist Party,5,7,7,5,6,6,7,7,6,8,9,7
17120,Male,44,17.0,1,highly_educated,1,Party for the Animals,7,8,6,3,5,4,7,7,7,8,5,4
17121,Male,36,14.0,1,highly_educated,3,Not applicable*,8,9,8,4,3,8,3,8,4,5,5,5
17122,Female,52,9.0,1,mid_educated,2,Not applicable*,7,8,8,8,8,7,7,7,7,6,8,7
17123,Female,52,13.0,1,highly_educated,1,Don't know*,2,8,8,3,3,4,3,7,7,7,7,7
17124,Female,36,14.0,1,highly_educated,1,Green Left,8,8,10,6,6,8,9,9,9,7,8,7
17125,Female,47,5.0,1,lower_educated,2,Not applicable*,5,5,7,5,5,5,7,3,2,5,8,5
17126,Male,82,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,5,88,88,88,88,88,88,7,7,7,8,5
17127,Male,42,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,6,6,5,8,6,7,6,9,5
17128,Female,84,2.0,6,lower_educated,1,Christian Union,7,7,7,8,7,7,88,8,8,8,9,7
17129,Male,47,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,7,7,6,6,4,7,7,7,5,9,7
17130,Male,26,14.0,3,highly_educated,2,Not applicable*,6,8,3,5,6,7,7,7,9,6,1,1
17131,Male,86,7.0,6,mid_educated,1,People's Party for Freedom and Democracy,4,6,6,3,5,5,5,5,6,6,7,5
17132,Female,41,17.0,8,highly_educated,1,People's Party for Freedom and Democracy,8,8,8,8,8,8,9,9,9,8,6,6
17133,Female,65,16.0,1,highly_educated,1,Don't know*,4,6,5,4,4,3,5,4,5,5,8,6
17134,Male,52,14.0,1,highly_educated,1,BoerBurgerBeweging,4,5,5,4,3,4,6,6,7,6,9,4
17135,Female,36,9.0,8,mid_educated,1,Party for the Animals,7,8,8,7,7,7,8,8,8,7,8,8
17136,Female,19,6.0,2,mid_educated,3,Not applicable*,5,7,7,4,5,6,7,6,6,7,7,5
17137,Female,70,14.0,6,highly_educated,2,Not applicable*,0,2,2,0,0,0,1,4,7,3,5,8
17138,Male,87,17.0,6,highly_educated,1,Christian Democratic Appeal,7,8,9,7,5,8,6,6,6,7,8,8
17139,Male,51,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,8,7,8,8,8,7,7,7,7,8,8,8
17140,Male,38,17.0,1,highly_educated,2,Not applicable*,8,10,10,8,5,10,6,8,8,6,7,7
17141,Female,59,12.0,8,highly_educated,1,People's Party for Freedom and Democracy,3,6,7,4,4,4,7,4,6,2,7,6
17142,Male,68,16.0,6,highly_educated,1,Green Left,6,7,7,6,6,6,6,7,7,7,7,7
17143,Male,46,10.0,1,mid_educated,1,Party for the Animals,7,8,8,5,5,7,8,8,9,7,7,6
17144,Male,17,2.0,1,lower_educated,3,Not applicable*,6,9,9,3,4,4,7,8,8,7,6,5
17145,Female,77,3.0,6,lower_educated,1,Socialist Party,5,7,7,3,3,3,3,6,8,7,7,7
17146,Female,43,14.0,1,highly_educated,1,Labour Party,6,8,6,7,7,8,88,6,5,3,7,7
17147,Female,52,13.0,1,highly_educated,1,People's Party for Freedom and Democracy,4,7,8,2,3,5,4,4,5,2,4,8
17148,Male,23,10.0,1,mid_educated,1,Democrats '66,7,6,5,7,6,7,8,6,2,5,7,7
17149,Female,54,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,8,8,6,6,6,5,7,7,6,5,7
17150,Male,24,9.0,1,mid_educated,1,JA21,4,8,10,5,5,6,7,9,8,8,1,1
17151,Female,57,16.0,1,highly_educated,1,Christian Union,7,8,6,6,7,6,7,7,7,6,7,7
17152,Male,35,14.0,1,highly_educated,2,Not applicable*,1,6,6,0,4,3,6,2,2,1,4,3
17153,Female,57,4.0,8,lower_educated,1,Party for the Animals,7,7,7,6,7,7,7,7,7,7,7,7
17154,Female,72,17.0,88,highly_educated,1,Democrats '66,7,7,7,6,6,7,7,9,0,9,6,6
17155,Female,35,9.0,1,mid_educated,1,Christian Democratic Appeal,8,8,9,7,7,7,6,7,8,7,9,2
17156,Male,72,8.0,1,mid_educated,1,50PLUS,3,2,5,3,2,0,0,6,7,5,8,6
17157,Female,29,17.0,1,highly_educated,1,Democrats '66,7,9,8,4,5,6,8,8,7,7,7,6
17158,Male,37,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,4,6,8,7,7,4,6,4,5,4,7,4
17159,Male,58,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,7,7,5,6,7,7,3,8,5,7,7
17160,Male,68,4.0,6,lower_educated,1,Labour Party,5,4,7,6,5,7,7,7,7,5,3,4
17161,Male,16,2.0,1,lower_educated,3,Not applicable*,8,9,9,7,7,8,8,6,7,3,6,4
17162,Male,54,10.0,1,mid_educated,1,Christian Union,6,6,6,7,7,88,7,8,8,7,7,7
17163,Female,15,2.0,2,lower_educated,3,Not applicable*,7,8,9,7,7,8,8,3,6,5,5,5
17164,Male,64,17.0,1,highly_educated,1,Democrats '66,6,8,7,6,6,6,5,7,8,7,7,7
17165,Female,16,2.0,2,lower_educated,3,Not applicable*,6,7,7,7,6,6,7,5,7,6,3,6
17166,Female,64,2.0,8,lower_educated,1,Party for the Animals,4,3,7,4,5,88,7,7,8,5,10,7
17167,Male,34,14.0,1,highly_educated,1,Party for the Animals,6,7,5,6,6,8,88,8,8,6,6,7
17168,Female,41,14.0,8,highly_educated,1,People's Party for Freedom and Democracy,0,4,8,1,1,88,6,8,6,8,5,3
17169,Female,50,6.0,1,mid_educated,1,People's Party for Freedom and Democracy,4,8,8,4,3,4,4,8,8,7,8,7
17170,Female,70,3.0,6,lower_educated,1,JA21,4,5,2,5,6,88,6,5,8,5,8,8
17171,Male,71,7.0,6,mid_educated,1,Democrats '66,6,7,7,6,5,7,7,8,5,7,8,8
17172,Male,50,16.0,1,highly_educated,1,People's Party for Freedom and Democracy,3,3,6,6,4,4,5,7,7,5,8,8
17173,Female,38,10.0,8,mid_educated,2,Not applicable*,4,6,7,7,1,3,7,5,7,6,5,5
17174,Male,62,14.0,1,highly_educated,1,Volt,6,7,7,7,6,8,7,8,4,7,8,7
17175,Female,25,10.0,1,mid_educated,1,People's Party for Freedom and Democracy,88,6,8,6,5,88,88,7,7,3,5,2
17176,Female,28,14.0,1,highly_educated,1,Socialist Party,5,7,7,6,6,5,7,8,6,4,7,8
17177,Male,69,9.0,6,mid_educated,1,People's Party for Freedom and Democracy,6,3,8,5,5,2,7,7,7,8,8,4
17178,Female,64,5555.0,99,,1,Party for Freedom,6,6,7,8,5,5,88,5,7,5,8,8
17179,Male,70,10.0,6,mid_educated,1,People's Party for Freedom and Democracy,7,8,8,6,7,6,7,8,7,8,7,7
17180,Female,43,14.0,1,highly_educated,1,Green Left,8,8,8,8,8,8,8,9,9,8,9,8
17181,Male,72,14.0,6,highly_educated,1,Refusal*,6,7,6,4,6,6,7,3,5,6,8,6
17182,Male,57,16.0,1,highly_educated,1,Democrats '66,7,8,8,7,7,8,7,8,8,6,7,7
17183,Male,16,2.0,2,lower_educated,3,Not applicable*,6,8,7,6,5,8,8,5,6,5,8,6
17184,Male,51,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,2,9,9,2,2,1,6,7,4,6,9,4
17185,Male,39,2.0,5,lower_educated,1,Don't know*,7,7,9,7,5,6,6,6,6,6,88,88
17186,Female,33,14.0,8,highly_educated,1,Democrats '66,7,5,8,5,6,7,7,8,8,6,8,7
17187,Female,35,14.0,1,highly_educated,1,Green Left,6,7,7,6,6,5,5,5,6,6,6,5
17188,Female,19,4.0,1,lower_educated,3,Not applicable*,7,7,8,7,8,8,88,7,7,4,7,6
17189,Male,67,14.0,8,highly_educated,1,Christian Union,5,8,5,5,5,4,5,7,7,6,6,4
17190,Male,33,17.0,1,highly_educated,1,People's Party for Freedom and Democracy,7,8,8,6,7,6,9,6,6,3,7,5
17191,Female,66,14.0,1,highly_educated,1,Reformed Political Party,4,4,4,4,5,3,6,9,9,8,7,5
17192,Male,69,16.0,6,highly_educated,1,People's Party for Freedom and Democracy,2,3,5,2,2,0,0,5,5,7,7,5
17193,Female,42,3.0,1,lower_educated,1,DENK,6,7,7,5,5,4,4,7,7,8,6,5
17194,Male,30,10.0,1,mid_educated,1,Party for Freedom,4,6,7,3,3,4,7,3,5,2,3,2
17195,Female,65,10.0,5,mid_educated,2,Not applicable*,1,1,8,1,1,2,1,3,4,2,10,8
17196,Male,33,14.0,1,highly_educated,1,No answer*,7,8,8,6,7,7,6,7,9,9,6,7
17197,Female,32,10.0,8,mid_educated,1,Reformed Political Party,6,6,8,5,6,6,6,7,7,7,6,6
17198,Female,26,17.0,1,highly_educated,3,Not applicable*,6,8,8,5,5,7,7,8,7,7,7,8
17199,Female,66,16.0,6,highly_educated,1,BoerBurgerBeweging,7,8,8,6,6,5,7,7,7,6,7,6
17200,Male,64,17.0,1,highly_educated,1,Democrats '66,6,9,8,6,7,6,8,8,7,5,9,8
17201,Female,67,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,3,4,7,3,5,4,6,3,4,5,7,2
17202,Male,66,3.0,6,lower_educated,2,Not applicable*,6,8,7,5,6,0,8,7,5,6,10,0
17203,Female,56,3.0,1,lower_educated,1,Labour Party,4,5,8,6,6,6,5,6,8,9,8,5
17204,Female,57,17.0,1,highly_educated,1,Green Left,7,8,8,5,4,2,2,7,8,7,8,8
17205,Female,32,9.0,1,mid_educated,1,Labour Party,8,6,88,9,5,8,7,8,8,7,8,7
17206,Female,68,3.0,8,lower_educated,1,Party for Freedom,4,4,7,4,4,0,5,7,7,6,9,9
17207,Female,88,7.0,8,mid_educated,1,Reformed Political Party,4,6,7,5,4,3,2,7,4,8,9,4
17208,Male,37,4.0,1,lower_educated,1,Reformed Political Party,5,8,10,5,5,2,5,7,9,5,7,0
17209,Male,44,14.0,1,highly_educated,1,People's Party for Freedom and Democracy,6,8,9,5,5,6,8,7,7,6,8,5
17210,Male,28,17.0,1,highly_educated,1,Refusal*,6,7,7,6,3,7,3,88,88,88,8,8
17211,Female,68,3.0,6,lower_educated,1,People's Party for Freedom and Democracy,7,4,9,7,7,7,5,2,8,2,10,5
17212,Female,39,16.0,1,highly_educated,1,Labour Party,6,8,7,5,5,6,5,8,8,7,8,6
17213,Female,50,11.0,1,mid_educated,1,Green Left,8,8,8,6,7,8,6,8,8,8,6,10
17214,Male,47,17.0,1,highly_educated,1,Christian Democratic Appeal,8,9,8,8,7,8,8,8,8,7,9,8
17215,Male,75,13.0,6,highly_educated,1,Christian Democratic Appeal,4,6,7,4,5,5,5,7,8,8,7,6
17216,Male,51,17.0,1,highly_educated,1,Christian Union,5,9,9,2,6,88,88,9,9,4,7,7
17217,Female,30,10.0,8,mid_educated,1,Don't know*,7,7,6,6,7,7,7,4,5,0,7,7
17218,Male,83,7.0,6,mid_educated,1,Christian Democratic Appeal,6,5,6,5,5,6,6,8,10,8,10,10
17219,Male,74,5.0,6,lower_educated,1,People's Party for Freedom and Democracy,5,6,9,3,3,3,8,0,8,6,10,8
17220,Female,85,2.0,6,lower_educated,2,Not applicable*,6,6,8,6,6,8,6,7,5,6,8,8
17221,Male,33,10.0,1,mid_educated,2,Not applicable*,0,3,8,4,5,6,6,4,8,9,3,6
17222,Female,24,7.0,1,mid_educated,1,Party for the Animals,6,5,8,5,6,4,4,6,6,3,2,1
17223,Male,52,16.0,1,highly_educated,1,Democrats '66,8,8,8,8,8,8,6,8,8,8,8,8
17224,Female,55,3.0,1,lower_educated,2,Not applicable*,1,1,0,0,0,0,0,5,2,5,5,5
17225,Female,34,17.0,8,highly_educated,1,People's Party for Freedom and Democracy,8,9,9,4,5,5,6,5,7,7,8,6
17226,Female,49,14.0,1,highly_educated,3,Not applicable*,6,5,4,4,7,3,4,7,8,7,4,3
17227,Female,38,16.0,1,highly_educated,1,Green Left,4,7,8,5,5,5,5,4,4,5,8,5
17228,Male,34,17.0,1,highly_educated,1,Other,7,8,8,6,6,5,6,8,7,6,7,3
17229,Female,77,18.0,6,highly_educated,1,Democrats '66,5,7,7,4,4,6,7,5,7,7,7,7
17230,Female,44,1.0,3,lower_educated,1,People's Party for Freedom and Democracy,8,8,9,7,7,88,5,8,5,5,7,7
