,age,education,activity_work,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gender,educational_level,political_trust
16601,38.0,12.0,2.0,3.0,4.4,2.0,66.0,6.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,8.0,Female,highly_educated,4.0
16602,32.0,9.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,7.0,8.0,9.0,6.0,6.0,7.0,7.0,9.0,9.0,4.0,8.0,6.0,4.0,Male,mid_educated,6.0
16603,35.0,16.0,1.0,1.0,6.0,1.0,6.0,2.0,3.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,Female,highly_educated,6.0
16604,55.0,17.0,8.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,5.0,6.0,7.0,6.0,Female,highly_educated,6.0
16605,17.0,2.0,2.0,3.0,7.8,2.0,66.0,6.0,5.0,8.0,9.0,8.0,5.0,8.0,8.0,8.0,9.0,7.0,7.0,7.0,9.0,8.0,Male,lower_educated,7.0
16606,40.0,14.0,1.0,1.0,5.0,2.0,66.0,6.0,5.2,3.0,5.0,7.0,3.0,3.0,5.0,7.0,8.0,4.0,3.0,4.0,6.0,4.0,Female,highly_educated,4.0
16607,59.0,4.0,1.0,1.0,17.0,1.0,17.0,2.0,7.0,3.0,8.0,8.0,4.0,4.0,5.0,7.0,7.0,4.0,3.0,6.0,7.0,7.0,Female,lower_educated,4.0
16608,31.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,Female,highly_educated,7.0
16609,43.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,9.0,7.0,6.0,5.0,4.0,7.0,8.0,4.0,5.0,7.0,6.0,7.0,Male,mid_educated,5.0
16610,41.0,9.0,8.0,1.0,13.0,1.0,13.0,2.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,6.0,1.0,Female,mid_educated,0.0
16611,73.0,3.0,6.0,1.0,5.0,2.0,66.0,6.0,5.0,3.0,3.0,9.0,5.0,5.0,4.0,5.0,7.0,6.0,2.0,4.0,5.0,7.0,Female,lower_educated,4.0
16612,35.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,7.0,8.0,6.0,5.0,4.0,8.0,6.0,3.0,5.0,6.0,3.0,5.0,Male,mid_educated,6.0
16613,48.0,9.0,1.0,1.0,5.0,2.0,66.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,9.0,8.0,8.0,7.0,5.0,Female,,6.0
16614,80.0,14.0,8.0,1.0,17.0,1.0,17.0,2.0,7.0,6.0,7.0,8.0,5.0,5.0,6.0,6.0,9.0,6.0,4.0,5.0,7.0,7.0,Female,highly_educated,6.0
16615,36.0,3.0,1.0,1.0,17.0,1.0,17.0,1.0,7.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,6.0,7.0,4.0,Male,lower_educated,2.0
16616,54.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,5.6,2.0,2.0,0.0,2.0,2.0,1.0,2.0,9.0,3.0,0.0,0.0,8.0,2.0,Female,lower_educated,2.0
16617,69.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,8.0,7.0,8.0,9.0,7.0,6.0,3.0,6.0,8.0,5.0,5.0,7.0,4.0,3.0,Male,lower_educated,6.0
16618,35.0,3.0,4.0,2.0,4.8,2.0,66.0,6.0,5.8,4.0,6.0,5.0,3.0,4.0,3.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0,Male,lower_educated,4.0
16619,68.0,18.0,6.0,1.0,8.0,1.0,8.0,2.0,2.0,5.0,8.0,7.0,6.0,6.0,6.0,3.0,8.0,3.0,3.0,6.0,5.0,7.0,Male,highly_educated,6.0
16620,73.0,3.0,6.0,1.0,4.0,2.0,66.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,8.0,4.0,3.0,3.0,5.0,5.0,Female,lower_educated,3.0
16621,73.0,3.0,6.0,1.0,2.0,2.0,66.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,9.0,9.0,5.0,5.0,8.0,8.0,Female,lower_educated,5.0
16622,17.0,1.0,9.0,3.0,14.0,1.0,14.0,2.0,2.0,3.0,6.0,5.0,5.0,6.0,7.0,5.0,8.0,3.0,4.0,8.0,5.0,7.0,Male,lower_educated,5.0
16623,65.0,18.0,1.0,1.0,10.0,1.0,10.0,2.0,2.0,4.0,7.0,6.0,5.0,5.0,5.0,5.0,8.0,7.0,3.0,6.0,4.0,7.0,Male,highly_educated,5.0
16624,53.0,14.0,1.0,1.0,17.0,1.0,17.0,1.0,6.0,5.0,7.0,5.0,3.0,3.0,5.0,5.0,10.0,4.0,3.0,4.0,4.0,5.0,Female,highly_educated,4.0
16625,26.0,10.0,2.0,1.0,1.0,2.0,66.0,6.0,7.0,7.0,9.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,10.0,6.0,7.0,Male,mid_educated,6.0
16626,17.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,7.0,8.0,6.0,7.0,6.0,6.0,8.0,8.0,8.0,7.0,5.0,7.0,7.0,8.0,Female,lower_educated,7.0
16627,61.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,9.0,7.0,6.0,7.0,4.0,7.0,9.0,7.0,6.0,5.0,7.0,8.0,Male,highly_educated,6.0
16628,18.0,4.0,2.0,3.0,6.0,1.0,6.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,7.0,7.0,7.0,4.0,4.0,6.0,7.0,2.0,Female,lower_educated,4.0
16629,58.0,9.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,5.0,6.0,4.0,4.0,5.0,6.0,8.0,5.0,2.0,5.0,3.0,6.0,Female,mid_educated,4.0
16630,29.0,17.0,1.0,1.0,2.0,2.0,66.0,6.0,3.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,5.0,7.0,Male,highly_educated,7.0
16631,72.0,4.0,6.0,1.0,17.0,1.0,17.0,4.0,5.0,6.0,8.0,7.0,6.0,6.0,5.0,7.0,8.0,5.0,6.0,6.0,7.0,6.0,Female,lower_educated,6.0
16632,20.0,6.0,1.0,2.0,12.4,2.0,66.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,8.0,5.0,4.0,6.0,5.0,8.0,Male,mid_educated,4.0
16633,36.0,12.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,3.0,3.0,8.0,6.0,4.0,6.0,6.0,5.0,Male,highly_educated,4.0
16634,74.0,3.0,1.0,1.0,77.0,1.0,77.0,6.0,7.0,8.0,9.0,8.0,5.0,6.0,7.0,6.0,8.0,7.0,9.0,9.0,7.0,8.0,Male,lower_educated,6.0
16635,33.0,10.0,1.0,2.0,6.8,2.0,66.0,6.0,4.0,8.0,7.0,9.0,7.0,6.0,6.0,7.0,9.0,8.0,6.0,8.0,9.0,7.0,Male,mid_educated,7.0
16636,40.0,13.0,1.0,3.0,4.2,2.0,66.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,Female,highly_educated,8.0
16637,36.0,14.0,1.0,3.0,8.0,1.0,8.0,2.0,3.0,7.0,9.0,9.0,7.0,7.0,8.0,6.0,8.0,6.0,5.0,8.0,7.0,8.0,Male,highly_educated,7.0
16638,35.0,14.0,1.0,1.0,10.0,2.0,66.0,6.0,3.0,7.0,8.0,7.0,6.0,6.0,7.0,9.0,7.0,6.0,6.0,8.0,6.0,6.0,Female,highly_educated,6.0
16639,46.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,7.0,8.0,8.0,9.0,7.0,8.0,9.0,6.0,5.0,4.0,7.0,6.0,8.0,Male,lower_educated,8.0
16640,72.0,13.0,8.0,1.0,6.0,2.0,66.0,6.0,5.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,4.0,4.0,Male,highly_educated,8.0
16641,69.0,4.0,6.0,1.0,8.0,1.0,8.0,1.0,3.0,5.0,7.0,8.0,5.0,5.0,6.0,7.0,10.0,7.0,5.0,5.0,6.0,7.0,Female,lower_educated,5.0
16642,79.0,3.0,6.0,1.0,2.0,2.0,66.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,9.0,7.0,6.0,6.0,6.0,8.0,Female,lower_educated,6.0
16643,67.0,4.0,1.0,1.0,4.0,2.0,66.0,6.0,5.0,4.0,6.0,7.0,4.0,4.0,3.0,6.0,9.0,7.0,6.0,6.0,6.0,6.0,Male,lower_educated,4.0
16644,59.0,4.0,5.0,1.0,17.0,1.0,17.0,2.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,Female,lower_educated,6.0
16645,75.0,2.0,6.0,2.0,10.0,1.0,10.0,3.0,5.0,0.0,5.0,8.0,0.0,0.0,4.0,4.0,9.0,5.0,2.0,2.0,7.0,5.0,Female,lower_educated,1.0
16646,75.0,4.0,6.0,1.0,18.0,1.0,18.0,2.0,5.0,0.0,5.0,7.0,6.0,4.0,6.0,7.0,10.0,7.0,5.0,6.0,7.0,7.0,Female,lower_educated,4.0
16647,55.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,8.0,5.0,6.0,7.0,8.0,9.0,8.0,5.0,8.0,7.0,8.0,Male,highly_educated,6.0
16648,57.0,9.0,1.0,1.0,16.0,2.0,66.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,2.0,5.0,5.0,7.0,Male,mid_educated,0.0
16649,33.0,17.0,1.0,1.0,8.0,1.0,8.0,2.0,2.0,8.0,9.0,8.0,6.0,7.0,5.0,6.0,9.0,6.0,3.0,7.0,7.0,8.0,Female,highly_educated,6.0
16650,33.0,17.0,1.0,1.0,1.0,2.0,66.0,6.0,7.0,6.0,8.0,8.0,5.0,5.0,7.0,7.0,9.0,7.0,6.0,6.0,7.0,8.0,Male,highly_educated,6.0
16651,34.0,17.0,1.0,1.0,15.0,1.0,15.0,2.0,2.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,5.0,5.0,8.0,6.0,7.0,Female,highly_educated,7.0
16652,73.0,13.0,6.0,1.0,31.0,1.0,31.0,2.0,5.0,4.0,6.0,6.0,6.0,6.0,3.0,5.0,7.0,6.0,3.0,8.0,7.0,6.0,Male,highly_educated,5.0
16653,67.0,3.0,8.0,2.0,10.8,2.0,66.0,6.0,4.0,1.0,3.0,7.0,1.0,3.0,3.0,4.0,10.0,3.0,2.0,1.0,6.0,8.0,Female,lower_educated,2.0
16654,55.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,6.0,8.0,9.0,7.0,6.0,7.0,7.0,9.0,7.0,6.0,5.0,8.0,8.0,Female,highly_educated,6.0
16655,64.0,13.0,6.0,1.0,15.0,1.0,15.0,2.0,4.0,8.0,9.0,8.0,7.0,7.0,9.0,6.0,9.0,7.0,6.0,9.0,6.0,8.0,Male,highly_educated,8.0
16656,17.0,2.0,2.0,3.0,7.4,2.0,66.0,6.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,9.0,7.0,8.0,9.0,9.0,8.0,Female,lower_educated,7.0
16657,71.0,4.0,6.0,1.0,17.0,2.0,66.0,6.0,4.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,7.0,5.0,3.0,4.0,5.0,4.0,Female,lower_educated,4.0
16658,26.0,14.0,1.0,2.0,5.8,2.0,66.0,6.0,5.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,Female,highly_educated,7.0
16659,38.0,2.0,1.0,2.0,5.0,2.0,66.0,6.0,10.0,9.0,10.0,10.0,10.0,10.0,5.0,0.0,9.0,2.0,7.0,9.0,10.0,10.0,Male,lower_educated,8.0
16660,44.0,9.0,1.0,1.0,13.0,2.0,66.0,6.0,7.0,3.0,5.0,4.0,2.0,2.0,1.0,4.0,7.0,4.0,1.0,2.0,4.0,5.0,Male,mid_educated,2.0
16661,48.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,5.0,8.0,7.0,8.0,Female,highly_educated,6.0
16662,19.0,4.0,2.0,3.0,7.4,2.0,66.0,6.0,5.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,4.0,7.0,Male,lower_educated,7.0
16663,71.0,17.0,6.0,1.0,6.0,1.0,6.0,2.0,5.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,10.0,4.0,9.0,8.0,5.0,8.0,Female,highly_educated,7.0
16664,66.0,9.0,8.0,2.0,11.0,8.0,66.0,6.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,10.0,Female,mid_educated,0.0
16665,67.0,10.0,6.0,1.0,2.0,1.0,2.0,2.0,4.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,9.0,6.0,3.0,7.0,8.0,7.0,Male,mid_educated,8.0
16666,50.0,16.0,1.0,1.0,8.0,1.0,8.0,2.0,3.0,9.0,9.0,9.0,6.0,6.0,5.0,7.0,10.0,7.0,4.0,8.0,7.0,6.0,Female,highly_educated,6.0
16667,73.0,13.0,6.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,10.0,7.0,7.0,9.0,7.0,8.0,Female,highly_educated,6.0
16668,17.0,2.0,2.0,3.0,6.0,1.0,6.0,2.0,4.0,6.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,Female,lower_educated,6.0
16669,90.0,4.0,6.0,1.0,1.0,2.0,66.0,6.0,7.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,8.0,8.0,6.0,6.0,8.0,8.0,Female,lower_educated,4.0
16670,52.0,10.0,8.0,1.0,15.0,1.0,15.0,3.0,4.0,8.0,8.0,9.0,7.0,7.0,5.0,6.0,8.0,5.0,7.0,8.0,3.0,8.0,Female,mid_educated,7.0
16671,62.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,5.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,9.0,9.0,8.0,8.0,6.0,6.0,Female,mid_educated,7.0
16672,21.0,8.0,2.0,2.0,7.0,8.0,66.0,6.0,8.0,7.0,8.0,9.0,6.0,6.0,5.0,6.0,10.0,8.0,7.0,8.0,4.0,6.0,Female,mid_educated,6.0
16673,76.0,13.0,6.0,1.0,15.0,2.0,66.0,6.0,0.0,1.0,8.0,8.0,4.0,0.0,0.0,7.0,9.0,4.0,0.0,4.0,8.0,8.0,Male,highly_educated,1.0
16674,28.0,3.0,4.0,2.0,4.0,2.0,66.0,6.0,4.6,6.0,7.0,8.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,8.0,Female,lower_educated,5.0
16675,47.0,18.0,1.0,1.0,10.0,1.0,10.0,2.0,4.0,2.0,8.0,8.0,4.0,6.0,4.0,0.0,8.0,7.0,3.0,6.0,3.0,5.0,Male,highly_educated,4.0
16676,66.0,4.0,1.0,1.0,2.0,2.0,66.0,6.0,4.0,0.0,7.0,7.0,3.0,3.0,0.0,6.0,8.0,3.0,0.0,4.0,2.0,6.0,Male,lower_educated,2.0
16677,49.0,3.0,1.0,1.6,10.0,2.0,66.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,7.0,6.0,8.4,2.0,4.0,3.0,4.0,7.0,Female,lower_educated,6.0
16678,36.0,14.0,8.0,1.0,13.0,2.0,66.0,6.0,8.0,7.0,6.0,7.0,6.0,4.0,3.0,5.0,8.0,7.0,3.0,6.0,6.0,8.0,Male,highly_educated,5.0
16679,83.0,4.0,6.0,1.0,10.0,8.0,66.0,6.0,8.0,3.0,6.0,4.0,5.0,7.0,9.0,7.0,10.0,6.0,3.0,6.0,4.0,8.0,Female,lower_educated,6.0
16680,66.0,14.0,1.0,1.0,8.0,1.0,8.0,2.0,1.0,6.0,8.0,8.0,6.0,6.0,7.0,5.0,8.0,6.0,5.0,8.0,6.0,5.0,Female,highly_educated,6.0
16681,81.0,3.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,7.0,Female,lower_educated,6.0
16682,43.0,6.0,1.0,1.0,31.0,1.0,31.0,1.0,6.0,2.0,3.0,6.0,0.0,2.0,3.0,2.0,9.0,8.0,2.0,2.0,5.0,7.0,Male,mid_educated,2.0
16683,56.0,16.0,1.0,1.0,4.0,1.0,4.0,2.0,6.0,6.0,9.0,8.0,5.0,5.0,6.0,7.0,8.0,5.0,3.0,6.0,7.0,6.0,Male,highly_educated,6.0
16684,66.0,16.0,1.0,1.0,18.0,1.0,18.0,2.0,5.0,4.0,6.0,8.0,4.0,5.0,7.0,7.0,9.0,5.0,4.0,7.0,6.0,5.0,Male,highly_educated,5.0
16685,42.0,14.0,1.0,1.0,7.0,1.0,7.0,3.0,3.0,5.0,4.0,8.0,5.0,5.0,5.0,7.0,7.0,3.0,3.0,7.0,7.0,8.0,Female,highly_educated,5.0
16686,52.0,16.0,1.0,1.0,3.0,2.0,66.0,6.0,7.0,2.0,3.0,6.0,4.0,4.0,0.0,7.0,8.0,5.0,0.0,4.0,6.0,6.0,Male,highly_educated,2.0
16687,42.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,4.0,5.0,7.0,7.0,8.0,Female,highly_educated,7.0
16688,34.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,7.0,7.0,9.0,9.0,6.0,7.0,8.0,8.0,9.0,7.0,6.0,7.0,7.0,8.0,Female,highly_educated,7.0
16689,58.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,5.0,7.0,7.0,7.0,5.0,5.0,4.0,5.0,8.0,6.0,6.0,6.0,5.0,6.0,Female,mid_educated,5.0
16690,34.0,4.0,9.0,1.0,6.4,2.0,66.0,6.0,5.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,9.0,Male,lower_educated,7.0
16691,48.0,16.0,8.0,1.0,4.0,1.0,4.0,2.0,4.0,7.0,8.0,6.0,6.0,6.0,7.0,8.0,7.0,5.0,6.0,6.0,6.0,6.0,Female,highly_educated,6.0
16692,82.0,17.0,6.0,1.0,6.0,2.0,66.0,6.0,3.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,8.0,6.0,5.0,7.0,7.0,6.0,Female,highly_educated,6.0
16693,31.0,16.0,1.0,1.0,5.0,1.0,5.0,1.0,7.0,7.0,9.0,8.0,6.0,6.0,5.0,7.0,7.0,8.0,5.0,7.0,6.0,8.0,Male,highly_educated,6.0
16694,72.0,17.0,6.0,1.0,8.0,1.0,8.0,2.0,2.0,3.0,8.0,7.0,4.0,4.0,4.0,6.0,8.0,3.0,2.0,3.0,6.0,7.0,Male,highly_educated,4.0
16695,59.0,18.0,1.0,3.0,17.0,1.0,17.0,2.0,7.0,4.0,6.0,6.0,4.0,5.0,1.0,3.0,9.0,7.0,6.0,6.0,8.0,9.0,Female,highly_educated,4.0
16696,51.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,5.0,7.0,5.0,3.0,6.0,5.0,9.0,9.0,3.0,4.0,6.0,5.0,Male,highly_educated,4.0
16697,36.0,10.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,Female,mid_educated,7.0
16698,48.0,4.0,1.0,1.0,13.0,2.0,66.0,6.0,8.0,4.0,6.0,8.0,5.0,5.0,4.0,6.0,10.0,6.0,5.0,4.0,7.0,5.0,Male,lower_educated,4.0
16699,23.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,7.0,3.0,8.0,8.0,4.0,4.0,8.0,7.0,8.0,4.0,2.0,8.0,8.0,7.0,Male,highly_educated,5.0
16700,56.0,16.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,8.0,9.0,7.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,8.0,7.0,6.0,Male,highly_educated,7.0
16701,16.0,4.0,1.0,3.0,11.2,2.0,66.0,6.0,5.0,3.0,5.0,6.0,2.0,3.0,4.0,5.0,9.0,6.0,4.0,6.0,7.0,8.0,Female,lower_educated,3.0
16702,41.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,8.0,2.0,4.0,6.0,7.0,8.0,10.0,3.0,9.0,6.0,7.0,Male,lower_educated,4.0
16703,49.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,8.0,9.0,9.0,6.0,6.0,7.0,6.0,8.0,8.0,4.0,7.0,8.0,7.0,Male,mid_educated,7.0
16704,19.0,6.0,2.0,1.0,15.0,1.0,15.0,2.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,8.0,8.0,Female,mid_educated,6.0
16705,77.0,8.0,6.0,1.0,5.0,2.0,66.0,6.0,5.0,0.0,2.0,7.0,3.0,3.0,3.0,3.0,8.0,7.0,2.0,3.0,7.0,8.0,Female,mid_educated,2.0
16706,26.0,15.0,1.0,1.0,10.0,2.0,66.0,6.0,7.0,4.0,6.0,7.0,4.0,3.0,6.0,6.0,6.0,3.0,4.0,6.0,8.0,5.0,Female,highly_educated,4.0
16707,27.0,10.0,1.0,1.0,7.8,2.0,66.0,6.0,3.0,5.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,Female,mid_educated,5.0
16708,16.0,4.0,1.0,3.0,7.8,2.0,66.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,Female,lower_educated,6.0
16709,72.0,13.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,7.0,7.0,2.0,4.0,4.0,4.0,8.0,6.0,3.0,3.0,4.0,6.0,Female,highly_educated,4.0
16710,66.0,12.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,8.0,9.0,7.0,7.0,7.0,8.0,9.0,9.0,5.0,7.0,6.0,6.0,9.0,Female,highly_educated,8.0
16711,57.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,5.0,6.0,2.0,1.0,3.0,5.0,6.0,Male,mid_educated,2.0
16712,31.0,16.0,1.0,1.0,17.0,1.0,17.0,2.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,8.0,Female,highly_educated,6.0
16713,36.0,14.0,3.8,1.0,7.0,2.0,66.0,6.0,3.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,Female,highly_educated,8.0
16714,33.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,7.0,7.0,3.0,3.0,5.0,8.0,10.0,7.0,4.0,7.0,8.0,6.0,Male,mid_educated,4.0
16715,87.0,3.0,6.0,1.0,10.0,1.0,10.0,1.0,4.0,4.0,4.0,6.0,4.0,3.0,6.0,3.0,8.0,6.0,5.0,5.0,5.0,7.0,Female,lower_educated,4.0
16716,20.0,12.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,7.0,8.0,4.0,6.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,Female,highly_educated,6.0
16717,29.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,2.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,5.0,6.0,8.0,9.0,9.0,Male,mid_educated,6.0
16718,54.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,9.0,5.0,3.0,6.0,7.0,6.0,Female,mid_educated,5.0
16719,45.0,9.0,1.0,1.0,17.0,1.0,17.0,2.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,9.0,7.0,5.0,6.0,6.0,7.0,Female,mid_educated,7.0
16720,29.0,6.0,8.0,1.0,3.0,2.0,66.0,6.0,5.0,5.0,7.0,3.0,4.0,4.0,4.0,4.0,7.0,7.0,5.0,5.0,6.0,6.0,Female,mid_educated,4.0
16721,67.0,2.0,6.0,1.0,18.0,1.0,18.0,2.0,5.0,6.0,0.0,4.0,2.0,6.0,4.0,7.0,8.0,4.0,3.0,4.0,4.0,2.0,Female,lower_educated,4.0
16722,66.0,16.0,5.0,1.0,15.0,2.0,66.0,6.0,4.0,4.0,7.0,6.0,5.0,4.0,7.0,9.0,8.0,5.0,3.0,7.0,6.0,6.0,Male,highly_educated,5.0
16723,77.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,0.0,5.0,3.0,5.0,Male,lower_educated,4.0
16724,82.0,4.0,8.0,1.0,2.0,1.0,2.0,3.0,4.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,7.0,Female,lower_educated,6.0
16725,63.0,7.0,4.0,1.0,3.0,1.0,3.0,2.0,9.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,2.0,7.0,Male,mid_educated,0.0
16726,29.0,14.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,8.0,3.0,8.0,Male,highly_educated,6.0
16727,53.0,10.0,1.0,1.0,11.0,2.0,66.0,6.0,4.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,7.0,5.0,4.0,6.0,7.0,7.0,Female,mid_educated,5.0
16728,45.0,10.0,1.0,1.0,12.0,2.0,66.0,6.0,4.0,7.0,8.0,7.0,7.0,8.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,Female,mid_educated,7.0
16729,24.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,7.0,9.0,8.0,6.0,7.0,7.0,7.0,9.0,7.0,7.0,8.0,6.0,6.0,Female,highly_educated,7.0
16730,36.0,17.0,1.0,1.0,77.0,1.0,77.0,6.0,6.0,8.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,8.0,8.0,Male,highly_educated,7.0
16731,19.0,2.0,2.0,3.0,8.0,1.0,8.0,2.0,4.0,8.0,9.0,7.0,6.0,7.0,7.0,8.0,8.0,3.0,7.0,8.0,7.0,7.0,Male,lower_educated,7.0
16732,71.0,6.0,8.0,1.0,2.0,2.0,66.0,6.0,4.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,10.0,6.0,3.0,7.0,6.0,5.0,Female,mid_educated,6.0
16733,77.0,5.0,6.0,1.0,1.0,2.0,66.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,7.0,8.0,6.0,5.0,8.0,7.0,6.0,Female,lower_educated,6.0
