,age,education,activity_work,voted,voted_party,close_party,which_p_close,how_close,placement_l_r,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,gender,educational_level,political_trust
16658,26.0,14.0,1.0,2.0,6.8,2.0,66.0,6.0,5.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,Female,highly_educated,7.25
16659,38.0,2.0,1.0,2.0,4.6,2.0,66.0,6.0,10.0,9.0,10.0,10.0,10.0,10.0,5.0,0.0,Male,lower_educated,8.5
16660,44.0,9.0,1.0,1.0,13.0,2.0,66.0,6.0,7.0,3.0,5.0,4.0,2.0,2.0,1.0,4.0,Male,mid_educated,2.0
16661,48.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,Female,highly_educated,6.5
16662,19.0,4.0,2.0,3.0,7.4,2.0,66.0,6.0,5.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,Male,lower_educated,6.75
16663,71.0,17.0,6.0,1.0,6.0,1.0,6.0,2.0,5.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,Female,highly_educated,6.75
16664,66.0,9.0,8.0,2.0,9.2,8.0,66.0,6.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Female,mid_educated,0.0
16665,67.0,10.0,6.0,1.0,2.0,1.0,2.0,2.0,4.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,Male,mid_educated,7.75
16666,50.0,16.0,1.0,1.0,8.0,1.0,8.0,2.0,3.0,9.0,9.0,9.0,6.0,6.0,5.0,7.0,Female,highly_educated,6.5
16667,73.0,13.0,6.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,Female,highly_educated,5.5
16668,17.0,2.0,2.0,3.0,6.0,1.0,6.0,2.0,4.0,6.0,7.0,8.0,6.0,6.0,8.0,7.0,Female,lower_educated,6.5
16669,90.0,4.0,6.0,1.0,1.0,2.0,66.0,6.0,7.0,3.6,5.0,6.0,5.0,5.0,4.0,5.0,Female,lower_educated,4.4
16670,52.0,10.0,8.0,1.0,15.0,1.0,15.0,3.0,4.0,8.0,8.0,9.0,7.0,7.0,4.6,6.2,Female,mid_educated,6.65
16671,62.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,5.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,Female,mid_educated,7.0
16672,21.0,8.0,2.0,2.0,8.0,8.0,66.0,6.0,8.0,7.0,8.0,9.0,6.0,6.0,5.0,6.4,Female,mid_educated,6.0
16673,76.0,13.0,6.0,1.0,15.0,2.0,66.0,6.0,0.0,1.0,8.0,8.0,4.0,0.0,0.0,7.0,Male,highly_educated,1.25
16674,28.0,3.0,4.0,2.0,6.0,2.0,66.0,6.0,4.6,5.2,7.0,8.0,3.2,3.0,5.2,5.4,Female,lower_educated,4.15
16675,47.0,18.0,1.0,1.0,10.0,1.0,10.0,2.0,4.0,2.0,8.0,8.0,4.0,6.0,4.0,0.0,Male,highly_educated,4.0
16676,66.0,4.0,1.0,1.0,2.0,2.0,66.0,6.0,4.0,0.0,7.0,7.0,3.0,3.0,0.0,6.0,Male,lower_educated,1.5
16677,49.0,3.0,1.0,1.6,9.4,2.0,66.0,6.0,6.2,3.0,6.0,6.0,6.0,6.0,7.0,6.8,Female,lower_educated,5.5
16678,36.0,14.0,8.0,1.0,13.0,2.0,66.0,6.0,8.0,7.0,6.0,7.0,6.0,4.0,3.0,5.0,Male,highly_educated,5.0
16679,83.0,4.0,6.0,1.0,10.0,8.0,66.0,6.0,8.0,3.0,6.0,4.0,5.0,7.0,9.0,7.0,Female,lower_educated,6.0
16680,66.0,14.0,1.0,1.0,8.0,1.0,8.0,2.0,1.0,6.0,8.0,7.4,6.0,6.0,7.0,5.2,Female,highly_educated,6.25
16681,81.0,3.0,6.0,1.0,5.0,1.0,5.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,Female,lower_educated,6.25
16682,43.0,6.0,1.0,1.0,31.0,1.0,31.0,1.0,6.0,2.0,3.0,6.0,0.0,2.0,3.0,2.0,Male,mid_educated,1.75
16683,56.0,16.0,1.0,1.0,4.0,1.0,4.0,2.0,6.0,6.0,9.0,8.0,5.0,5.0,6.0,7.0,Male,highly_educated,5.5
16684,66.0,16.0,1.0,1.0,18.0,1.0,18.0,2.0,5.0,4.0,6.0,8.0,4.0,5.0,7.0,7.0,Male,highly_educated,5.0
16685,42.0,14.0,1.0,1.0,7.0,1.0,7.0,3.0,3.0,5.0,4.0,8.0,5.0,5.0,5.0,7.0,Female,highly_educated,5.0
16686,52.0,16.0,1.0,1.0,3.0,2.0,66.0,6.0,7.0,2.0,3.0,6.0,4.0,4.0,0.0,7.0,Male,highly_educated,2.5
16687,42.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,4.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,Female,highly_educated,7.0
16688,34.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,7.0,7.0,9.0,9.0,6.0,7.0,8.0,8.0,Female,highly_educated,7.0
16689,58.0,10.0,1.0,1.0,1.0,2.0,66.0,6.0,5.0,7.0,7.0,7.0,5.0,5.0,4.0,5.0,Female,mid_educated,5.25
16690,34.0,4.0,9.0,1.0,7.4,2.0,66.0,6.0,5.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,Male,lower_educated,7.25
16691,48.0,16.0,8.0,1.0,4.0,1.0,4.0,2.0,4.0,7.0,8.0,6.0,6.0,6.0,7.0,8.0,Female,highly_educated,6.5
16692,82.0,17.0,6.0,1.0,6.0,2.0,66.0,6.0,3.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,Female,highly_educated,6.25
16693,31.0,16.0,1.0,1.0,5.0,1.0,5.0,1.0,7.0,7.0,9.0,8.0,6.0,6.0,5.0,7.0,Male,highly_educated,6.0
16694,72.0,17.0,6.0,1.0,8.0,1.0,8.0,2.0,2.0,3.0,8.0,7.0,4.0,4.0,4.0,6.0,Male,highly_educated,3.75
16695,59.0,18.0,1.0,3.0,17.0,1.0,17.0,2.0,7.0,4.0,6.0,6.0,4.0,5.0,1.0,3.0,Female,highly_educated,3.5
16696,51.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,5.0,7.0,5.0,3.0,6.0,5.0,Male,highly_educated,4.25
16697,36.0,10.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,Female,mid_educated,7.0
16698,48.0,4.0,1.0,1.0,13.0,2.0,66.0,6.0,8.0,4.0,6.0,8.0,5.0,5.0,4.0,6.0,Male,lower_educated,4.5
16699,23.0,16.0,1.0,1.0,6.0,2.0,66.0,6.0,7.0,3.0,8.0,8.0,4.0,4.0,8.0,7.0,Male,highly_educated,4.75
16700,56.0,16.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,8.0,9.0,7.0,6.0,7.0,7.0,7.0,Male,highly_educated,7.0
16701,16.0,4.0,1.0,3.0,10.6,2.0,66.0,6.0,5.0,3.0,5.0,6.0,2.0,3.0,4.0,5.0,Female,lower_educated,3.0
16702,41.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,8.0,2.0,4.0,6.0,7.0,Male,lower_educated,3.5
16703,49.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,8.0,9.0,9.0,6.0,6.0,7.0,6.0,Male,mid_educated,6.75
16704,19.0,6.0,2.0,1.0,15.0,1.0,15.0,2.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,Female,mid_educated,6.5
16705,77.0,8.0,6.0,1.0,5.0,2.0,66.0,6.0,5.0,0.0,2.0,7.0,3.0,3.0,3.0,2.6,Female,mid_educated,2.25
16706,26.0,15.0,1.0,1.0,10.0,2.0,66.0,6.0,7.0,4.0,6.0,7.0,4.0,3.0,6.0,6.0,Female,highly_educated,4.25
16707,27.0,10.0,1.0,1.0,6.6,2.0,66.0,6.0,3.0,5.0,7.0,7.0,6.0,5.0,5.0,5.0,Female,mid_educated,5.25
16708,16.0,4.0,1.0,3.0,9.6,2.0,66.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,Female,lower_educated,6.5
16709,72.0,13.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,7.0,7.0,2.0,4.0,4.0,4.0,Female,highly_educated,3.5
16710,66.0,12.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,8.0,9.0,7.0,7.0,7.0,8.0,9.0,Female,highly_educated,7.5
16711,57.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,5.0,Male,mid_educated,2.5
16712,31.0,16.0,1.0,1.0,17.0,1.0,17.0,2.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,Female,highly_educated,6.5
16713,36.0,14.0,3.8,1.0,7.0,2.0,66.0,6.0,3.0,7.0,7.0,6.0,7.0,8.0,8.0,8.0,Female,highly_educated,7.5
16714,33.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,7.0,7.0,3.0,3.0,5.0,8.0,Male,mid_educated,3.5
16715,87.0,3.0,6.0,1.0,10.0,1.0,10.0,1.0,4.0,4.0,4.0,6.0,4.0,3.0,6.0,3.0,Female,lower_educated,4.25
16716,20.0,12.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,7.0,8.0,4.0,6.0,7.0,8.0,Female,highly_educated,5.5
16717,29.0,10.0,1.0,1.0,6.0,2.0,66.0,6.0,2.0,7.0,8.0,8.0,6.0,6.0,6.2,7.0,Male,mid_educated,6.3
16718,54.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,Female,mid_educated,5.25
16719,45.0,9.0,1.0,1.0,17.0,1.0,17.0,2.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,Female,mid_educated,6.75
16720,29.0,6.0,8.0,1.0,3.0,2.0,66.0,6.0,5.0,5.0,7.0,3.0,4.0,4.0,4.0,4.0,Female,mid_educated,4.25
16721,67.0,2.0,6.0,1.0,18.0,1.0,18.0,2.0,5.0,6.0,0.0,4.0,2.0,6.0,4.0,7.0,Female,lower_educated,4.5
16722,66.0,16.0,5.0,1.0,15.0,2.0,66.0,6.0,4.0,4.0,7.0,6.0,5.0,4.0,7.0,9.0,Male,highly_educated,5.0
16723,77.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,Male,lower_educated,3.5
16724,82.0,4.0,8.0,1.0,2.0,1.0,2.0,3.0,4.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,Female,lower_educated,6.0
16725,65.0,7.0,4.0,1.0,3.0,1.0,3.0,2.0,9.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,Male,mid_educated,0.25
16726,29.0,14.0,1.0,1.0,5.0,2.0,66.0,6.0,5.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,Male,highly_educated,6.0
16727,53.0,10.0,1.0,1.0,11.0,2.0,66.0,6.0,4.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,Female,mid_educated,5.0
16728,45.0,10.0,1.0,1.0,12.0,2.0,66.0,6.0,4.0,7.0,8.0,7.0,7.0,8.0,5.0,7.0,Female,mid_educated,6.75
16729,24.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,3.0,7.0,9.0,8.0,6.0,7.0,7.0,7.0,Female,highly_educated,6.75
16730,36.0,17.0,1.0,1.0,77.0,1.0,77.0,6.0,6.0,8.0,9.0,8.0,7.0,7.0,7.0,8.0,Male,highly_educated,7.25
16731,19.0,2.0,2.0,3.0,8.0,1.0,8.0,2.0,4.0,8.0,9.0,7.0,6.0,7.0,7.0,8.0,Male,lower_educated,7.0
16732,71.0,6.0,8.0,1.0,2.0,2.0,66.0,6.0,4.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,Female,mid_educated,6.25
16733,77.0,5.0,6.0,1.0,1.0,2.0,66.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,7.0,Female,lower_educated,5.5
16734,22.0,16.0,1.0,1.0,17.0,1.0,17.0,2.0,8.0,7.0,8.0,7.0,5.0,5.0,4.0,6.0,Male,highly_educated,5.25
16735,22.0,10.0,1.0,1.0,13.0,1.0,13.0,2.0,7.0,2.0,6.0,7.0,0.0,3.0,0.0,2.0,Male,mid_educated,1.25
16736,66.0,4.0,6.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,4.0,7.0,5.0,5.0,5.0,6.0,Male,lower_educated,4.5
16737,27.0,17.0,1.0,1.0,15.0,2.0,66.0,6.0,3.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,Female,highly_educated,7.0
16738,41.0,10.0,1.0,2.0,31.0,1.0,31.0,2.0,7.0,3.0,7.0,8.0,2.0,6.0,6.0,4.0,Male,mid_educated,4.25
16739,76.0,2.0,6.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,6.0,0.0,1.0,0.0,1.0,Female,lower_educated,0.75
16740,90.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,4.8,4.0,6.0,8.0,5.0,4.0,4.0,4.4,Male,lower_educated,4.25
16741,55.0,14.0,1.0,1.0,7.0,2.0,66.0,6.0,4.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,Male,highly_educated,6.5
16742,75.0,3.0,6.0,1.0,3.0,2.0,66.0,6.0,6.0,3.0,3.0,6.0,0.0,4.0,0.0,6.0,Male,lower_educated,1.75
16743,19.0,9.0,2.0,1.0,17.0,2.0,66.0,6.0,4.0,6.0,5.0,8.0,7.0,6.0,6.0,5.0,Female,mid_educated,6.25
16744,52.0,11.0,1.0,1.0,4.0,1.0,4.0,3.0,5.0,6.0,4.0,3.0,5.0,5.0,2.0,1.0,Male,mid_educated,4.5
16745,53.0,6.0,2.4,1.0,3.0,1.0,3.0,2.0,5.0,8.0,7.0,8.0,5.0,3.0,3.0,4.0,Female,mid_educated,4.75
16746,21.0,12.0,2.0,1.0,1.0,2.0,66.0,6.0,5.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,Male,highly_educated,6.75
16747,75.0,4.0,6.0,1.0,5.0,2.0,66.0,6.0,5.0,5.0,5.0,9.0,2.0,2.0,2.0,2.0,Male,lower_educated,2.75
16748,68.0,8.0,6.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,Female,mid_educated,6.25
16749,44.0,7.0,1.0,1.0,10.0,1.0,10.0,2.0,2.0,9.0,7.0,9.0,7.0,8.0,8.0,8.0,Male,mid_educated,8.0
16750,47.0,4.0,8.0,2.0,8.2,2.0,66.0,6.0,5.0,3.0,5.0,5.0,5.0,4.2,6.0,2.0,Male,lower_educated,4.55
16751,73.0,3.0,6.0,1.0,7.0,1.0,7.0,1.0,8.0,3.0,3.0,7.0,5.0,5.0,7.0,8.0,Male,lower_educated,5.0
16752,67.0,5.0,6.0,1.0,5.0,1.0,5.0,2.0,5.0,6.0,8.0,8.0,4.0,3.0,5.0,7.0,Female,lower_educated,4.5
16753,36.0,16.0,1.0,2.0,17.0,1.0,17.0,3.0,3.0,3.0,5.0,8.0,6.0,6.0,7.0,7.0,Male,highly_educated,5.5
16754,62.0,3.0,9.0,1.0,17.0,1.0,17.0,2.0,6.0,6.0,7.0,8.0,5.0,5.0,3.0,7.0,Male,lower_educated,4.75
16755,75.0,14.0,6.0,1.0,15.0,2.0,66.0,6.0,4.0,5.0,5.0,7.0,5.0,5.0,5.0,7.0,Female,highly_educated,5.0
16756,33.0,14.0,8.0,2.0,5.0,2.0,66.0,6.0,5.0,6.0,8.0,10.0,6.0,7.0,6.0,6.0,Female,highly_educated,6.25
16757,77.0,2.0,6.0,1.0,7.0,1.0,7.0,1.0,10.0,5.0,0.0,3.0,4.0,8.0,5.0,7.0,Female,lower_educated,5.5
16758,52.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,7.0,4.0,8.0,7.0,6.0,6.0,6.0,7.0,Male,highly_educated,5.5
16759,33.0,10.0,3.0,1.0,7.0,2.0,66.0,6.0,7.0,6.0,7.0,8.0,4.0,4.0,5.0,5.0,Female,mid_educated,4.75
16760,21.0,7.0,1.0,1.0,11.0,2.0,66.0,6.0,7.0,1.0,5.0,6.0,2.0,2.0,5.0,5.0,Female,mid_educated,2.5
16761,41.0,17.0,1.0,1.0,15.0,1.0,15.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,Female,highly_educated,6.25
16762,59.0,10.0,1.0,1.0,17.0,1.0,17.0,1.0,5.0,3.0,6.0,8.0,4.0,4.0,3.0,3.0,Female,mid_educated,3.5
16763,53.0,18.0,5.0,1.0,17.0,1.0,17.0,2.0,6.0,2.0,2.0,8.0,1.0,3.0,4.0,1.0,Female,highly_educated,2.5
16764,27.0,9.0,1.0,2.0,10.0,2.0,66.0,6.0,10.0,7.0,4.0,5.0,5.0,5.0,5.0,0.0,Male,mid_educated,5.5
16765,63.0,14.0,1.0,1.0,6.0,2.0,66.0,6.0,5.0,3.0,8.0,8.0,4.0,5.0,5.0,6.0,Female,highly_educated,4.25
16766,69.0,3.0,6.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,6.0,7.0,4.0,5.0,5.0,5.0,Male,lower_educated,5.0
16767,69.0,14.0,6.0,1.0,6.0,2.0,66.0,6.0,5.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,Female,highly_educated,6.0
16768,53.0,5.0,1.0,2.0,9.0,2.0,66.0,6.0,4.4,7.0,9.0,7.0,5.0,7.0,7.0,7.0,Female,lower_educated,6.5
16769,65.0,10.0,6.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,4.0,7.0,5.0,5.0,3.0,6.0,Male,mid_educated,4.75
16770,68.0,5.0,6.0,2.0,2.0,1.0,2.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,Male,lower_educated,0.25
16771,60.0,10.0,1.0,1.0,6.0,1.0,6.0,4.0,4.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,Female,mid_educated,6.25
16772,50.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,3.0,6.0,7.0,8.0,5.0,6.0,6.0,7.0,Female,highly_educated,5.75
16773,26.0,10.0,1.0,1.0,5.0,2.0,66.0,6.0,6.0,6.0,8.0,9.0,6.0,6.0,5.0,5.6,Male,mid_educated,5.75
16774,57.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,5.0,4.0,7.0,7.0,3.0,3.0,3.0,4.0,Male,lower_educated,3.25
16775,76.0,3.0,6.0,1.0,17.0,2.0,66.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,lower_educated,0.25
16776,16.0,2.0,2.0,3.0,9.6,2.0,66.0,6.0,8.0,8.0,8.0,5.0,4.0,7.0,6.0,2.0,Male,lower_educated,6.25
16777,63.0,4.0,9.0,1.0,4.6,2.0,66.0,6.0,8.0,5.0,8.0,8.0,5.0,5.0,5.0,6.0,Female,lower_educated,5.0
16778,51.0,13.0,1.0,1.0,4.0,1.0,4.0,3.0,0.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,Male,highly_educated,7.25
16779,67.0,9.0,1.0,1.0,4.0,2.0,66.0,6.0,5.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0,Male,mid_educated,7.5
16780,66.0,10.0,5.0,1.0,1.0,2.0,66.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,Female,mid_educated,7.5
16781,50.0,14.0,1.0,1.0,10.0,1.0,10.0,2.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,9.0,Female,highly_educated,6.75
16782,76.0,4.0,6.0,1.0,5.0,2.0,66.0,6.0,7.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,Female,lower_educated,4.75
16783,80.0,3.0,8.0,1.0,17.0,1.0,17.0,2.0,6.0,5.0,4.0,7.0,5.0,6.0,3.0,5.0,Male,lower_educated,4.75
16784,47.0,10.0,5.0,1.0,9.0,1.0,9.0,1.0,8.0,5.0,6.0,8.0,4.0,4.0,3.0,3.0,Male,mid_educated,4.0
16785,54.0,11.0,1.0,1.0,17.0,1.0,17.0,3.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,Male,mid_educated,5.75
16786,59.0,14.0,1.0,1.0,8.0,1.0,8.0,2.0,3.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,Female,highly_educated,6.75
16787,42.0,10.0,1.0,2.0,18.0,1.0,18.0,4.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,Male,mid_educated,0.0
16788,86.0,2.0,6.0,1.0,3.0,1.0,3.0,3.0,7.0,3.0,6.0,7.0,4.0,6.0,7.0,3.0,Female,lower_educated,5.0
16789,65.0,13.0,6.0,1.0,6.0,2.0,66.0,6.0,5.0,4.0,8.0,8.0,7.0,6.0,6.0,5.0,Female,highly_educated,5.75
16790,28.0,3.0,5.0,2.0,5.6,2.0,66.0,6.0,4.0,8.0,8.0,8.0,7.0,7.0,7.6,7.4,Female,lower_educated,7.4
16791,41.0,14.0,1.0,1.0,7.0,1.0,7.0,2.0,5.0,6.0,7.0,8.0,5.0,6.0,6.0,6.0,Female,highly_educated,5.75
16792,65.0,13.0,6.0,1.0,6.0,2.0,66.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,Female,highly_educated,6.25
16793,77.0,4.0,6.0,1.0,17.0,1.0,17.0,2.0,5.0,5.0,7.0,9.0,4.0,4.0,4.0,5.0,Female,lower_educated,4.25
16794,49.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,8.0,9.0,9.0,7.0,7.0,7.0,7.0,Male,highly_educated,7.25
16795,38.0,17.0,8.0,1.0,10.0,2.0,66.0,6.0,3.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0,Female,highly_educated,7.5
16796,25.0,17.0,1.0,3.0,8.0,2.0,66.0,6.0,3.0,8.0,8.0,5.0,7.0,7.0,7.0,6.0,Male,highly_educated,7.25
16797,33.0,9.0,1.0,2.0,3.8,2.0,66.0,6.0,5.0,0.0,5.0,3.0,3.0,5.0,5.0,5.0,Female,mid_educated,3.25
16798,61.0,17.0,8.0,1.0,5.0,1.0,5.0,2.0,5.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,Female,highly_educated,7.0
16799,32.0,10.0,1.0,2.0,2.8,2.0,66.0,6.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,Female,mid_educated,7.0
16800,22.0,6.0,2.0,1.0,14.0,2.0,66.0,6.0,2.0,3.0,6.0,5.0,3.0,3.0,6.0,6.0,Female,mid_educated,3.75
16801,60.0,14.0,1.0,1.0,6.0,1.0,6.0,2.0,7.0,7.0,9.0,9.0,6.0,7.0,6.0,6.0,Male,highly_educated,6.5
16802,38.0,4.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,5.0,4.0,4.0,2.0,2.0,2.0,4.6,Male,lower_educated,2.75
16803,39.0,16.0,1.0,1.0,17.0,1.0,17.0,2.0,6.0,5.0,3.0,6.0,1.0,3.0,0.0,5.0,Male,highly_educated,2.25
16804,73.0,17.0,6.0,1.0,9.0,1.0,9.0,2.0,2.8,0.0,5.0,7.0,6.0,7.0,0.0,0.0,Male,highly_educated,3.25
16805,54.0,4.0,1.0,2.0,8.0,1.0,8.0,2.0,3.0,7.0,7.0,8.0,6.0,6.0,6.0,6.6,Female,lower_educated,6.25
16806,61.0,5.0,9.0,1.0,1.0,2.0,66.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,Male,lower_educated,3.75
16807,40.0,14.0,1.0,1.0,7.0,2.0,66.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,Male,highly_educated,6.5
16808,68.0,10.0,6.0,2.0,2.6,2.0,66.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,Female,mid_educated,6.0
16809,54.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,9.0,9.0,7.0,7.0,5.0,6.0,Female,highly_educated,6.75
16810,51.0,17.0,1.0,2.0,17.0,1.0,17.0,2.0,5.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,Female,highly_educated,2.0
16811,65.0,16.0,1.0,1.0,17.0,2.0,66.0,6.0,5.0,5.0,7.0,8.0,6.0,6.0,7.0,8.0,Male,highly_educated,6.0
16812,32.0,17.0,1.0,1.0,8.0,1.0,8.0,2.0,3.0,8.0,8.0,8.0,6.0,7.0,8.0,9.0,Female,highly_educated,7.25
16813,18.0,6.0,2.0,3.0,9.2,2.0,66.0,6.0,4.8,6.0,7.2,7.0,4.8,5.0,6.0,6.2,Female,mid_educated,5.45
16814,47.0,11.0,1.0,1.0,17.0,1.0,17.0,2.0,3.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,Female,mid_educated,4.75
16815,56.0,3.0,9.0,2.0,9.4,2.0,66.0,6.0,5.0,6.0,7.0,8.0,5.0,5.0,4.0,4.0,Female,lower_educated,5.0
16816,48.0,16.0,1.0,1.0,1.0,2.0,66.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,Male,highly_educated,5.5
16817,16.0,2.0,1.0,3.0,11.8,2.0,66.0,6.0,1.0,4.0,6.0,6.0,4.0,4.0,5.0,3.0,Female,lower_educated,4.25
16818,75.0,9.0,6.0,1.0,2.0,2.0,66.0,6.0,3.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,Female,mid_educated,6.0
16819,31.0,9.0,1.0,1.0,3.0,1.0,3.0,1.0,10.0,4.0,9.0,3.0,6.0,5.0,2.0,7.2,Male,mid_educated,4.25
16820,25.0,6.0,1.0,2.0,8.2,2.0,66.0,6.0,5.0,5.0,4.0,7.0,6.0,6.0,7.0,7.0,Male,mid_educated,6.0
16821,24.0,10.0,1.0,1.0,18.0,1.0,18.0,2.0,8.0,4.0,1.0,6.0,2.0,4.0,7.2,7.6,Female,mid_educated,4.3
16822,77.0,15.0,6.0,1.0,6.0,1.0,6.0,2.0,4.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0,Male,highly_educated,6.25
16823,42.0,14.0,1.0,1.0,17.0,1.0,17.0,1.0,6.0,2.0,5.0,7.0,2.0,2.0,3.0,7.0,Male,highly_educated,2.25
16824,60.0,2.0,1.0,1.0,18.0,2.0,66.0,6.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,Male,lower_educated,0.25
16825,33.0,17.0,1.0,1.0,6.0,2.0,66.0,6.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,8.0,Male,highly_educated,6.75
16826,58.0,16.0,1.0,1.0,15.0,1.0,15.0,3.0,4.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,Female,highly_educated,6.25
16827,77.0,17.0,6.0,1.0,5.0,2.0,66.0,6.0,5.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,Male,highly_educated,6.75
16828,43.0,10.0,1.0,1.0,9.0,1.0,9.0,2.0,7.0,6.0,8.0,6.0,5.0,5.0,4.0,6.0,Male,mid_educated,5.0
16829,45.0,9.0,1.0,2.0,10.0,1.0,10.0,2.0,7.0,2.0,8.0,9.0,3.0,4.0,3.0,4.0,Male,mid_educated,3.0
16830,70.0,4.0,8.0,1.0,17.0,1.0,17.0,2.0,5.0,1.0,8.0,8.0,7.0,1.0,0.0,8.0,Female,lower_educated,2.25
